,uid,scenario,physical,document,witness,character
1711,A1GQ2Q1USIMC63,7,ambiguous,clear_in,none,none
1712,A1GQ2Q1USIMC63,9,clear_in,ambiguous,clear_ex,clear_in
1713,A1GQ2Q1USIMC63,14,clear_in,ambiguous,clear_ex,clear_ex
1714,A1GQ2Q1USIMC63,8,clear_in,clear_in,none,none
1715,A1GQ2Q1USIMC63,30,none,clear_ex,none,clear_ex
1716,A1GQ2Q1USIMC63,3,none,none,ambiguous,clear_in
1717,A1GQ2Q1USIMC63,13,clear_in,clear_in,clear_in,none
1718,A1GQ2Q1USIMC63,20,clear_ex,ambiguous,ambiguous,clear_ex
1719,A1GQ2Q1USIMC63,1,clear_in,clear_ex,ambiguous,clear_in
1720,A1GQ2Q1USIMC63,23,ambiguous,ambiguous,clear_in,clear_in
1721,A1GQ2Q1USIMC63,28,clear_ex,clear_in,none,clear_ex
1722,A1GQ2Q1USIMC63,29,clear_in,none,clear_in,clear_ex
1723,A1GQ2Q1USIMC63,18,clear_in,none,clear_ex,none
1724,A1GQ2Q1USIMC63,19,clear_ex,clear_ex,none,none
1725,A1GQ2Q1USIMC63,4,none,none,clear_ex,clear_in
1726,A1GQ2Q1USIMC63,26,clear_ex,none,none,clear_in
1727,A1GQ2Q1USIMC63,10,clear_ex,ambiguous,ambiguous,none
1728,A1GQ2Q1USIMC63,6,clear_in,clear_ex,none,clear_in
1729,A1GQ2Q1USIMC63,31,clear_in,clear_ex,none,clear_ex
1730,A1GQ2Q1USIMC63,17,ambiguous,clear_ex,clear_ex,clear_in
1731,A1GQ2Q1USIMC63,25,clear_in,ambiguous,ambiguous,none
1732,A1GQ2Q1USIMC63,24,clear_in,none,none,none
1733,A1GQ2Q1USIMC63,5,clear_in,ambiguous,clear_ex,none
1734,A1GQ2Q1USIMC63,27,ambiguous,clear_ex,none,clear_in
1735,A1GQ2Q1USIMC63,16,none,ambiguous,ambiguous,clear_in
1736,A3P57IUDHUKNCE,23,clear_in,clear_in,clear_in,none
1737,A3P57IUDHUKNCE,8,none,none,clear_in,clear_in
1738,A3P57IUDHUKNCE,28,clear_in,clear_in,clear_in,clear_in
1739,A3P57IUDHUKNCE,13,clear_in,none,clear_in,none
1740,A3P57IUDHUKNCE,14,none,none,clear_in,none
1741,A3P57IUDHUKNCE,20,clear_in,clear_in,none,clear_in
1742,A3P57IUDHUKNCE,30,clear_in,clear_in,none,none
1743,A3P57IUDHUKNCE,17,clear_in,none,none,none
1744,A3P57IUDHUKNCE,15,clear_in,none,none,clear_in
1745,A3P57IUDHUKNCE,26,none,clear_in,clear_in,none
1746,A3P57IUDHUKNCE,29,none,clear_in,none,clear_in
1747,A3P57IUDHUKNCE,18,none,clear_in,clear_in,clear_in
1748,A3P57IUDHUKNCE,21,none,clear_in,none,none
1749,A3P57IUDHUKNCE,25,clear_in,none,clear_in,clear_in
1750,A3P57IUDHUKNCE,2,clear_in,clear_in,clear_in,none
1751,A3P57IUDHUKNCE,6,clear_in,none,none,none
1752,A3P57IUDHUKNCE,3,none,clear_in,none,clear_in
1753,A3P57IUDHUKNCE,24,none,none,clear_in,clear_in
1754,A3P57IUDHUKNCE,10,clear_in,clear_in,clear_in,clear_in
1755,A3P57IUDHUKNCE,19,clear_in,none,clear_in,clear_in
1756,A3P57IUDHUKNCE,7,clear_in,clear_in,none,none
1757,A3P57IUDHUKNCE,22,clear_in,none,none,clear_in
1758,A3P57IUDHUKNCE,31,none,none,clear_in,none
1759,A3P57IUDHUKNCE,5,clear_in,clear_in,none,clear_in
1760,A3P57IUDHUKNCE,4,clear_in,none,clear_in,none
1761,A3P57IUDHUKNCE,27,none,clear_in,none,none
1762,A3P57IUDHUKNCE,9,none,clear_in,clear_in,clear_in
1763,A3P57IUDHUKNCE,11,none,clear_in,clear_in,none
1764,A3P57IUDHUKNCE,12,none,clear_in,none,none
1765,A3P57IUDHUKNCE,16,clear_in,clear_in,none,clear_in
1766,A3P57IUDHUKNCE,1,clear_in,none,clear_in,none
1767,A20J03BN0PWDQY,1,clear_in,none,clear_in,clear_in
1768,A20J03BN0PWDQY,31,clear_in,none,none,none
1769,A20J03BN0PWDQY,27,clear_in,clear_in,clear_in,clear_in
1770,A20J03BN0PWDQY,21,none,clear_in,none,clear_in
1771,A20J03BN0PWDQY,4,clear_in,none,none,clear_in
1772,A20J03BN0PWDQY,13,clear_in,none,clear_in,none
1773,A20J03BN0PWDQY,23,none,none,clear_in,clear_in
1774,A20J03BN0PWDQY,30,clear_in,clear_in,clear_in,none
1775,A20J03BN0PWDQY,24,none,none,clear_in,none
1776,A20J03BN0PWDQY,12,none,clear_in,clear_in,clear_in
1777,A20J03BN0PWDQY,25,none,clear_in,none,none
1778,A20J03BN0PWDQY,14,clear_in,clear_in,none,none
1779,A20J03BN0PWDQY,26,none,clear_in,clear_in,none
1780,A20J03BN0PWDQY,3,clear_in,clear_in,none,clear_in
1781,A20J03BN0PWDQY,15,clear_in,clear_in,clear_in,clear_in
1782,A20J03BN0PWDQY,29,clear_in,clear_in,clear_in,none
1783,A20J03BN0PWDQY,9,none,clear_in,clear_in,none
1784,A20J03BN0PWDQY,18,clear_in,none,none,clear_in
1785,A20J03BN0PWDQY,22,clear_in,none,clear_in,clear_in
1786,A20J03BN0PWDQY,6,none,clear_in,none,none
1787,A20J03BN0PWDQY,17,clear_in,none,clear_in,none
1788,A20J03BN0PWDQY,2,none,clear_in,clear_in,clear_in
1789,A20J03BN0PWDQY,20,none,none,clear_in,clear_in
1790,A20J03BN0PWDQY,11,clear_in,clear_in,none,clear_in
1791,A20J03BN0PWDQY,5,clear_in,clear_in,none,none
1792,A20J03BN0PWDQY,19,none,clear_in,none,clear_in
1793,A20J03BN0PWDQY,8,clear_in,none,none,none
1794,A20J03BN0PWDQY,7,none,none,clear_in,none
1795,A20J03BN0PWDQY,10,clear_in,clear_in,none,none
1796,A20J03BN0PWDQY,16,clear_in,clear_in,none,none
1797,A20J03BN0PWDQY,28,none,clear_in,none,clear_in
1798,A1M5O9I9OHA7Y1,13,clear_in,clear_in,none,clear_in
1799,A1M5O9I9OHA7Y1,3,none,clear_in,none,none
1800,A1M5O9I9OHA7Y1,2,none,clear_in,clear_in,clear_in
1801,A1M5O9I9OHA7Y1,18,none,none,clear_in,none
1802,A1M5O9I9OHA7Y1,5,clear_in,none,clear_in,clear_in
1803,A1M5O9I9OHA7Y1,26,clear_in,clear_in,none,none
1804,A1M5O9I9OHA7Y1,15,none,clear_in,none,clear_in
1805,A1M5O9I9OHA7Y1,22,none,clear_in,clear_in,none
1806,A1M5O9I9OHA7Y1,25,clear_in,none,clear_in,none
1807,A1M5O9I9OHA7Y1,10,none,none,clear_in,clear_in
1808,A1M5O9I9OHA7Y1,20,clear_in,none,none,clear_in
1809,A1M5O9I9OHA7Y1,28,clear_in,clear_in,clear_in,clear_in
1810,A1M5O9I9OHA7Y1,29,clear_in,none,none,none
1811,A1M5O9I9OHA7Y1,17,clear_in,clear_in,clear_in,none
1812,A1M5O9I9OHA7Y1,30,clear_in,clear_in,clear_in,clear_in
1813,A1M5O9I9OHA7Y1,8,clear_in,clear_in,none,clear_in
1814,A1M5O9I9OHA7Y1,27,none,none,clear_in,clear_in
1815,A1M5O9I9OHA7Y1,7,clear_in,none,clear_in,clear_in
1816,A1M5O9I9OHA7Y1,14,none,clear_in,clear_in,none
1817,A1M5O9I9OHA7Y1,24,clear_in,clear_in,none,none
1818,A1M5O9I9OHA7Y1,21,clear_in,none,none,clear_in
1819,A1M5O9I9OHA7Y1,1,none,clear_in,none,none
1820,A1M5O9I9OHA7Y1,11,clear_in,none,none,none
1821,A1M5O9I9OHA7Y1,23,none,clear_in,none,clear_in
1822,A1M5O9I9OHA7Y1,6,clear_in,clear_in,clear_in,none
1823,A1M5O9I9OHA7Y1,4,none,none,clear_in,none
1824,A1M5O9I9OHA7Y1,12,none,clear_in,clear_in,clear_in
1825,A1M5O9I9OHA7Y1,16,clear_in,none,clear_in,none
1826,A1M5O9I9OHA7Y1,9,clear_in,none,none,none
1827,A1M5O9I9OHA7Y1,19,clear_in,none,clear_in,none
1828,A1M5O9I9OHA7Y1,31,none,clear_in,clear_in,none
1829,A3P7Y9YBJ875WK,9,ambiguous,none,clear_in,none
1830,A3P7Y9YBJ875WK,2,none,clear_in,ambiguous,clear_ex
1831,A3P7Y9YBJ875WK,11,clear_ex,none,clear_in,none
1832,A3P7Y9YBJ875WK,8,clear_in,ambiguous,clear_ex,clear_in
1833,A3P7Y9YBJ875WK,21,none,clear_in,ambiguous,clear_in
1834,A3P7Y9YBJ875WK,7,clear_in,clear_in,ambiguous,clear_in
1835,A3P7Y9YBJ875WK,24,ambiguous,clear_ex,clear_in,clear_in
1836,A3P7Y9YBJ875WK,10,clear_in,ambiguous,none,clear_ex
1837,A3P7Y9YBJ875WK,31,ambiguous,clear_in,ambiguous,clear_ex
1838,A3P7Y9YBJ875WK,6,none,ambiguous,clear_in,clear_in
1839,A3P7Y9YBJ875WK,22,clear_in,clear_in,none,clear_in
1840,A3P7Y9YBJ875WK,20,clear_in,clear_in,none,clear_ex
1841,A3P7Y9YBJ875WK,15,clear_in,clear_ex,clear_ex,clear_in
1842,A3P7Y9YBJ875WK,19,none,clear_ex,clear_in,clear_in
1843,A3P7Y9YBJ875WK,12,clear_in,none,none,none
1844,A3P7Y9YBJ875WK,26,clear_ex,ambiguous,clear_in,clear_in
1845,A3P7Y9YBJ875WK,14,clear_in,clear_in,ambiguous,none
1846,A3P7Y9YBJ875WK,4,clear_in,none,clear_ex,none
1847,A3P7Y9YBJ875WK,30,ambiguous,clear_in,none,clear_in
1848,A3P7Y9YBJ875WK,13,ambiguous,clear_in,clear_ex,clear_in
1849,A3P7Y9YBJ875WK,18,clear_in,ambiguous,clear_ex,clear_ex
1850,A3P7Y9YBJ875WK,16,clear_in,none,ambiguous,clear_in
1851,A3P7Y9YBJ875WK,3,clear_in,none,none,clear_in
1852,A3P7Y9YBJ875WK,17,ambiguous,clear_ex,clear_in,clear_ex
1853,A3P7Y9YBJ875WK,27,clear_in,ambiguous,ambiguous,clear_in
1854,A3P7Y9YBJ875WK,29,clear_in,clear_ex,clear_in,clear_ex
1855,A3P7Y9YBJ875WK,5,clear_in,clear_ex,none,none
1856,A3P7Y9YBJ875WK,28,clear_in,clear_ex,clear_in,clear_in
1857,A3P7Y9YBJ875WK,25,clear_in,ambiguous,ambiguous,none
1858,A3P7Y9YBJ875WK,23,clear_in,clear_ex,none,clear_in
1859,A3P7Y9YBJ875WK,1,ambiguous,clear_in,none,none
1860,A1G187YBG0DVMQ,4,clear_ex,clear_in,clear_in,clear_ex
1861,A1G187YBG0DVMQ,20,clear_in,clear_in,none,clear_in
1862,A1G187YBG0DVMQ,8,ambiguous,ambiguous,clear_in,clear_ex
1863,A1G187YBG0DVMQ,28,clear_ex,clear_in,clear_in,clear_in
1864,A1G187YBG0DVMQ,26,clear_in,clear_in,ambiguous,clear_ex
1865,A1G187YBG0DVMQ,11,none,ambiguous,clear_in,clear_ex
1866,A1G187YBG0DVMQ,19,clear_in,clear_in,clear_ex,none
1867,A1G187YBG0DVMQ,27,clear_in,none,none,none
1868,A1G187YBG0DVMQ,9,clear_ex,clear_in,ambiguous,none
1869,A1G187YBG0DVMQ,22,clear_in,none,clear_in,clear_ex
1870,A1G187YBG0DVMQ,12,ambiguous,clear_in,clear_ex,clear_ex
1871,A1G187YBG0DVMQ,17,ambiguous,clear_ex,clear_in,clear_ex
1872,A1G187YBG0DVMQ,15,clear_in,clear_in,none,clear_ex
1873,A1G187YBG0DVMQ,10,clear_in,ambiguous,ambiguous,none
1874,A1G187YBG0DVMQ,2,clear_in,clear_ex,clear_in,none
1875,A1G187YBG0DVMQ,18,ambiguous,clear_in,clear_in,none
1876,A1G187YBG0DVMQ,14,clear_in,clear_ex,ambiguous,clear_ex
1877,A1G187YBG0DVMQ,24,clear_in,clear_in,clear_in,clear_ex
1878,A1G187YBG0DVMQ,6,clear_in,ambiguous,clear_in,clear_ex
1879,A1G187YBG0DVMQ,7,ambiguous,clear_in,none,clear_ex
1880,A1G187YBG0DVMQ,23,clear_ex,clear_in,ambiguous,clear_in
1881,A1G187YBG0DVMQ,31,clear_in,none,ambiguous,clear_in
1882,A1G187YBG0DVMQ,21,clear_in,none,clear_in,clear_in
1883,A1G187YBG0DVMQ,1,ambiguous,clear_in,none,clear_in
1884,A1G187YBG0DVMQ,5,clear_in,none,clear_ex,none
1885,A1G187YBG0DVMQ,16,none,clear_in,clear_ex,none
1886,A1G187YBG0DVMQ,3,none,clear_in,ambiguous,none
1887,A1G187YBG0DVMQ,13,none,clear_in,none,clear_in
1888,A1G187YBG0DVMQ,29,clear_in,ambiguous,ambiguous,clear_ex
1889,A1G187YBG0DVMQ,30,ambiguous,clear_in,clear_ex,none
1890,A1G187YBG0DVMQ,25,clear_in,none,none,clear_in
1891,ARPBDM5QZ4XQC,2,clear_in,none,clear_in,none
1892,ARPBDM5QZ4XQC,24,none,clear_in,clear_in,clear_in
1893,ARPBDM5QZ4XQC,21,clear_in,clear_in,clear_in,none
1894,ARPBDM5QZ4XQC,1,none,none,clear_in,none
1895,ARPBDM5QZ4XQC,16,none,none,clear_in,clear_in
1896,ARPBDM5QZ4XQC,4,clear_in,none,none,none
1897,ARPBDM5QZ4XQC,13,clear_in,none,none,clear_in
1898,ARPBDM5QZ4XQC,31,clear_in,clear_in,none,none
1899,ARPBDM5QZ4XQC,19,none,clear_in,none,none
1900,ARPBDM5QZ4XQC,29,none,clear_in,none,clear_in
1901,ARPBDM5QZ4XQC,3,clear_in,clear_in,clear_in,clear_in
1902,ARPBDM5QZ4XQC,15,clear_in,none,clear_in,clear_in
1903,ARPBDM5QZ4XQC,22,clear_in,clear_in,none,clear_in
1904,ARPBDM5QZ4XQC,28,none,clear_in,clear_in,none
1905,ARPBDM5QZ4XQC,20,clear_in,none,none,none
1906,ARPBDM5QZ4XQC,30,clear_in,none,none,clear_in
1907,ARPBDM5QZ4XQC,10,clear_in,clear_in,none,clear_in
1908,ARPBDM5QZ4XQC,6,none,clear_in,clear_in,none
1909,ARPBDM5QZ4XQC,25,none,clear_in,none,none
1910,ARPBDM5QZ4XQC,14,clear_in,clear_in,none,none
1911,ARPBDM5QZ4XQC,26,none,none,clear_in,none
1912,ARPBDM5QZ4XQC,17,clear_in,none,clear_in,clear_in
1913,ARPBDM5QZ4XQC,12,none,clear_in,clear_in,clear_in
1914,ARPBDM5QZ4XQC,5,clear_in,none,clear_in,none
1915,ARPBDM5QZ4XQC,8,none,none,clear_in,clear_in
1916,ARPBDM5QZ4XQC,9,clear_in,clear_in,clear_in,clear_in
1917,ARPBDM5QZ4XQC,27,clear_in,clear_in,clear_in,none
1918,ARPBDM5QZ4XQC,23,none,clear_in,none,clear_in
1919,ARPBDM5QZ4XQC,7,clear_in,clear_in,none,clear_in
1920,ARPBDM5QZ4XQC,18,none,clear_in,clear_in,none
1921,ARPBDM5QZ4XQC,11,none,clear_in,clear_in,none
1922,A20RVM3V1A3DKX,7,clear_in,ambiguous,clear_in,clear_ex
1923,A20RVM3V1A3DKX,8,clear_ex,none,clear_in,none
1924,A20RVM3V1A3DKX,30,none,ambiguous,clear_in,clear_in
1925,A20RVM3V1A3DKX,21,clear_in,none,clear_ex,clear_in
1926,A20RVM3V1A3DKX,10,clear_ex,ambiguous,clear_in,none
1927,A20RVM3V1A3DKX,3,clear_in,none,ambiguous,none
1928,A20RVM3V1A3DKX,28,none,clear_ex,clear_in,clear_in
1929,A20RVM3V1A3DKX,2,clear_ex,clear_in,ambiguous,clear_in
1930,A20RVM3V1A3DKX,6,clear_in,none,none,clear_ex
1931,A20RVM3V1A3DKX,9,clear_in,clear_in,none,clear_in
1932,A20RVM3V1A3DKX,1,clear_ex,clear_in,ambiguous,none
1933,A20RVM3V1A3DKX,18,ambiguous,clear_ex,clear_in,clear_ex
1934,A20RVM3V1A3DKX,24,clear_ex,clear_in,clear_ex,clear_in
1935,A20RVM3V1A3DKX,13,clear_ex,clear_in,clear_in,clear_in
1936,A20RVM3V1A3DKX,27,clear_in,clear_ex,clear_in,clear_ex
1937,A20RVM3V1A3DKX,20,ambiguous,clear_in,clear_ex,clear_in
1938,A20RVM3V1A3DKX,12,clear_in,none,none,clear_in
1939,A20RVM3V1A3DKX,4,clear_in,ambiguous,clear_ex,clear_in
1940,A20RVM3V1A3DKX,25,clear_in,ambiguous,clear_ex,clear_ex
1941,A20RVM3V1A3DKX,11,clear_in,clear_ex,ambiguous,clear_in
1942,A20RVM3V1A3DKX,29,ambiguous,none,clear_in,clear_ex
1943,A20RVM3V1A3DKX,26,clear_in,ambiguous,clear_in,clear_in
1944,A20RVM3V1A3DKX,23,none,clear_in,clear_ex,clear_in
1945,A20RVM3V1A3DKX,14,ambiguous,clear_ex,clear_in,none
1946,A20RVM3V1A3DKX,15,clear_ex,ambiguous,clear_in,clear_ex
1947,A20RVM3V1A3DKX,31,clear_ex,none,clear_in,clear_in
1948,A20RVM3V1A3DKX,17,ambiguous,clear_in,ambiguous,none
1949,A20RVM3V1A3DKX,5,clear_ex,clear_ex,clear_in,clear_in
1950,A20RVM3V1A3DKX,19,none,clear_in,none,clear_ex
1951,A20RVM3V1A3DKX,16,clear_in,none,clear_in,none
1952,A20RVM3V1A3DKX,22,clear_in,none,none,none
1953,AANOKVDS2XRY%20,7,none,clear_ex,clear_ex,clear_ex
1954,AANOKVDS2XRY%20,25,ambiguous,ambiguous,clear_ex,clear_ex
1955,AANOKVDS2XRY%20,6,clear_ex,none,clear_ex,clear_in
1956,AANOKVDS2XRY%20,29,clear_in,none,ambiguous,none
1957,AANOKVDS2XRY%20,5,none,clear_ex,ambiguous,clear_in
1958,AANOKVDS2XRY%20,30,none,none,none,clear_ex
1959,AANOKVDS2XRY%20,3,none,none,ambiguous,clear_ex
1960,AANOKVDS2XRY%20,19,ambiguous,clear_in,clear_ex,clear_ex
1961,AANOKVDS2XRY%20,16,clear_in,none,none,none
1962,AANOKVDS2XRY%20,1,clear_in,clear_ex,clear_ex,clear_ex
1963,AANOKVDS2XRY%20,18,clear_ex,clear_ex,clear_in,clear_in
1964,AANOKVDS2XRY%20,11,none,clear_in,clear_ex,clear_in
1965,AANOKVDS2XRY%20,21,clear_in,clear_in,ambiguous,clear_ex
1966,AANOKVDS2XRY%20,23,none,clear_in,none,clear_ex
1967,AANOKVDS2XRY%20,10,clear_in,ambiguous,clear_ex,clear_in
1968,AANOKVDS2XRY%20,4,ambiguous,none,ambiguous,none
1969,AANOKVDS2XRY%20,14,clear_ex,clear_ex,none,clear_in
1970,AANOKVDS2XRY%20,28,none,ambiguous,clear_ex,none
1971,AANOKVDS2XRY%20,24,none,clear_ex,clear_in,clear_in
1972,AANOKVDS2XRY%20,26,ambiguous,ambiguous,ambiguous,clear_in
1973,AANOKVDS2XRY%20,22,clear_ex,clear_ex,clear_ex,clear_in
1974,AANOKVDS2XRY%20,8,clear_ex,clear_in,clear_ex,clear_ex
1975,AANOKVDS2XRY%20,27,clear_ex,ambiguous,clear_in,clear_ex
1976,AANOKVDS2XRY%20,31,clear_in,clear_ex,clear_in,none
1977,AANOKVDS2XRY%20,20,ambiguous,clear_in,clear_in,clear_in
1978,AANOKVDS2XRY%20,9,none,ambiguous,ambiguous,clear_ex
1979,AANOKVDS2XRY%20,13,none,clear_ex,none,clear_in
1980,AANOKVDS2XRY%20,15,none,clear_in,clear_ex,none
1981,AANOKVDS2XRY%20,2,clear_in,ambiguous,ambiguous,none
1982,AANOKVDS2XRY%20,12,clear_ex,clear_in,ambiguous,clear_in
1983,AANOKVDS2XRY%20,17,none,clear_in,ambiguous,clear_in
1984,AAL5LUI5U3NAV,27,ambiguous,none,clear_in,none
1985,AAL5LUI5U3NAV,12,clear_in,none,clear_in,none
1986,AAL5LUI5U3NAV,3,clear_ex,ambiguous,clear_in,clear_in
1987,AAL5LUI5U3NAV,26,clear_in,clear_ex,clear_ex,clear_in
1988,AAL5LUI5U3NAV,10,clear_in,clear_ex,clear_in,none
1989,AAL5LUI5U3NAV,29,clear_in,clear_ex,ambiguous,none
1990,AAL5LUI5U3NAV,13,ambiguous,clear_in,clear_in,clear_ex
1991,AAL5LUI5U3NAV,15,none,clear_in,clear_in,none
1992,AAL5LUI5U3NAV,4,clear_ex,clear_in,clear_in,clear_in
1993,AAL5LUI5U3NAV,9,clear_ex,clear_in,none,none
1994,AAL5LUI5U3NAV,22,ambiguous,clear_ex,clear_in,none
1995,AAL5LUI5U3NAV,23,none,clear_in,none,none
1996,AAL5LUI5U3NAV,14,ambiguous,none,clear_in,clear_ex
1997,AAL5LUI5U3NAV,31,ambiguous,clear_in,none,clear_in
1998,AAL5LUI5U3NAV,24,none,clear_in,clear_ex,none
1999,AAL5LUI5U3NAV,20,none,clear_ex,clear_in,clear_in
2000,AAL5LUI5U3NAV,6,none,none,clear_in,clear_in
2001,AAL5LUI5U3NAV,21,clear_in,ambiguous,none,none
2002,AAL5LUI5U3NAV,2,clear_in,clear_ex,none,none
2003,AAL5LUI5U3NAV,18,clear_in,ambiguous,clear_ex,clear_ex
2004,AAL5LUI5U3NAV,8,ambiguous,clear_in,clear_ex,clear_ex
2005,AAL5LUI5U3NAV,11,none,ambiguous,clear_in,clear_in
2006,AAL5LUI5U3NAV,30,clear_in,clear_ex,clear_in,clear_in
2007,AAL5LUI5U3NAV,28,clear_in,none,ambiguous,clear_in
2008,AAL5LUI5U3NAV,5,clear_ex,clear_in,none,clear_in
2009,AAL5LUI5U3NAV,16,clear_in,clear_in,ambiguous,none
2010,AAL5LUI5U3NAV,17,ambiguous,ambiguous,clear_in,none
2011,AAL5LUI5U3NAV,25,none,ambiguous,clear_in,none
2012,AAL5LUI5U3NAV,19,clear_in,ambiguous,none,clear_ex
2013,AAL5LUI5U3NAV,7,clear_ex,none,clear_in,clear_in
2014,AAL5LUI5U3NAV,1,clear_in,clear_in,clear_ex,none
2015,A17FGZ1I5P9RZA,7,none,clear_in,clear_in,clear_in
2016,A17FGZ1I5P9RZA,16,none,clear_in,clear_in,none
2017,A17FGZ1I5P9RZA,6,clear_in,clear_in,clear_in,none
2018,A17FGZ1I5P9RZA,13,clear_in,none,none,none
2019,A17FGZ1I5P9RZA,19,none,none,clear_in,none
2020,A17FGZ1I5P9RZA,30,clear_in,none,clear_in,none
2021,A17FGZ1I5P9RZA,20,none,clear_in,none,clear_in
2022,A17FGZ1I5P9RZA,29,none,none,clear_in,clear_in
2023,A17FGZ1I5P9RZA,11,clear_in,clear_in,none,clear_in
2024,A17FGZ1I5P9RZA,5,clear_in,clear_in,none,none
2025,A17FGZ1I5P9RZA,31,none,clear_in,none,none
2026,A17FGZ1I5P9RZA,8,clear_in,clear_in,clear_in,clear_in
2027,A17FGZ1I5P9RZA,2,clear_in,none,none,clear_in
2028,A17FGZ1I5P9RZA,12,clear_in,none,clear_in,clear_in
2029,A17FGZ1I5P9RZA,17,clear_in,clear_in,clear_in,clear_in
2030,A17FGZ1I5P9RZA,9,none,clear_in,none,none
2031,A17FGZ1I5P9RZA,15,none,clear_in,none,clear_in
2032,A17FGZ1I5P9RZA,26,clear_in,clear_in,clear_in,none
2033,A17FGZ1I5P9RZA,21,none,clear_in,clear_in,none
2034,A17FGZ1I5P9RZA,4,none,none,clear_in,none
2035,A17FGZ1I5P9RZA,14,clear_in,none,clear_in,clear_in
2036,A17FGZ1I5P9RZA,22,clear_in,none,none,clear_in
2037,A17FGZ1I5P9RZA,25,clear_in,none,clear_in,none
2038,A17FGZ1I5P9RZA,27,none,none,clear_in,clear_in
2039,A17FGZ1I5P9RZA,18,none,clear_in,clear_in,clear_in
2040,A17FGZ1I5P9RZA,28,clear_in,clear_in,none,clear_in
2041,A17FGZ1I5P9RZA,10,clear_in,none,none,none
2042,A17FGZ1I5P9RZA,3,clear_in,clear_in,none,none
2043,A17FGZ1I5P9RZA,1,clear_in,clear_in,none,none
2044,A17FGZ1I5P9RZA,23,none,clear_in,none,clear_in
2045,A17FGZ1I5P9RZA,24,clear_in,clear_in,clear_in,none
2046,A8RAYYZKGDBQD,6,none,clear_in,none,clear_in
2047,A8RAYYZKGDBQD,15,none,clear_ex,clear_in,none
2048,A8RAYYZKGDBQD,30,ambiguous,ambiguous,ambiguous,clear_in
2049,A8RAYYZKGDBQD,1,ambiguous,none,clear_in,clear_in
2050,A8RAYYZKGDBQD,13,clear_in,clear_ex,ambiguous,clear_ex
2051,A8RAYYZKGDBQD,2,none,none,clear_in,clear_in
2052,A8RAYYZKGDBQD,4,ambiguous,ambiguous,clear_in,clear_ex
2053,A8RAYYZKGDBQD,11,ambiguous,none,none,clear_ex
2054,A8RAYYZKGDBQD,28,none,none,ambiguous,clear_in
2055,A8RAYYZKGDBQD,16,ambiguous,clear_ex,ambiguous,clear_in
2056,A8RAYYZKGDBQD,17,clear_in,clear_ex,clear_ex,clear_ex
2057,A8RAYYZKGDBQD,12,clear_ex,clear_in,clear_in,none
2058,A8RAYYZKGDBQD,9,none,clear_ex,clear_ex,clear_in
2059,A8RAYYZKGDBQD,24,clear_in,none,clear_in,clear_ex
2060,A8RAYYZKGDBQD,23,clear_in,clear_in,none,none
2061,A8RAYYZKGDBQD,29,ambiguous,ambiguous,clear_ex,none
2062,A8RAYYZKGDBQD,25,clear_in,ambiguous,ambiguous,clear_in
2063,A8RAYYZKGDBQD,20,clear_in,ambiguous,clear_ex,clear_ex
2064,A8RAYYZKGDBQD,5,clear_ex,clear_ex,clear_ex,clear_ex
2065,A8RAYYZKGDBQD,10,none,none,clear_in,clear_ex
2066,A8RAYYZKGDBQD,22,none,ambiguous,ambiguous,none
2067,A8RAYYZKGDBQD,14,none,none,none,clear_in
2068,A8RAYYZKGDBQD,7,ambiguous,none,clear_ex,clear_in
2069,A8RAYYZKGDBQD,19,clear_ex,clear_ex,clear_in,clear_in
2070,A8RAYYZKGDBQD,8,none,none,clear_ex,none
2071,A8RAYYZKGDBQD,18,ambiguous,clear_in,clear_ex,clear_ex
2072,A8RAYYZKGDBQD,26,clear_in,ambiguous,ambiguous,clear_ex
2073,A8RAYYZKGDBQD,21,ambiguous,clear_ex,clear_in,clear_ex
2074,A8RAYYZKGDBQD,31,none,clear_ex,clear_in,clear_ex
2075,A8RAYYZKGDBQD,3,clear_ex,clear_in,clear_ex,none
2076,A8RAYYZKGDBQD,27,ambiguous,none,ambiguous,clear_ex
2077,A32TG2LFDHYDHK,13,clear_in,ambiguous,clear_in,none
2078,A32TG2LFDHYDHK,16,ambiguous,clear_ex,clear_in,clear_in
2079,A32TG2LFDHYDHK,28,none,clear_in,clear_in,none
2080,A32TG2LFDHYDHK,11,ambiguous,clear_ex,clear_in,clear_ex
2081,A32TG2LFDHYDHK,23,clear_ex,none,clear_in,none
2082,A32TG2LFDHYDHK,25,ambiguous,clear_in,clear_ex,clear_in
2083,A32TG2LFDHYDHK,3,none,clear_in,none,clear_ex
2084,A32TG2LFDHYDHK,12,ambiguous,clear_in,none,clear_ex
2085,A32TG2LFDHYDHK,18,clear_in,ambiguous,clear_in,clear_in
2086,A32TG2LFDHYDHK,30,ambiguous,ambiguous,clear_in,clear_ex
2087,A32TG2LFDHYDHK,7,clear_ex,clear_in,clear_in,clear_ex
2088,A32TG2LFDHYDHK,19,clear_ex,clear_in,ambiguous,clear_ex
2089,A32TG2LFDHYDHK,9,none,clear_in,ambiguous,none
2090,A32TG2LFDHYDHK,8,clear_ex,ambiguous,clear_in,none
2091,A32TG2LFDHYDHK,31,clear_in,clear_in,none,clear_ex
2092,A32TG2LFDHYDHK,15,clear_in,clear_ex,clear_in,none
2093,A32TG2LFDHYDHK,4,ambiguous,ambiguous,clear_in,none
